DonorID,FirstName,LastName,Email,Phone,City,State,ZipCode,LastDonationDate,TotalGifts,TotalAmountDonated,EventParticipation,EngagementScore,Year,Month,Segment
D03033,John,Key,thompsonjennifer@hotmail.com,480.155.9720x565,Lake Jamie,SC,28329,2022-09-20,29,9835.91,No,92,2022,9,Medium Value
D03034,Brandon,Montoya,jennifer25@armstrong-aguilar.com,(271)926-8075,Barrettview,VA,37872,2023-10-19,6,24044.83,No,39,2023,10,High Value
D03035,Ashley,Everett,sara79@davis-mcbride.com,967083388,Lake Brian,MN,15698,2022-03-28,17,10406.34,No,85,2022,3,Medium Value
D03036,Mary,Ortega,kevin01@yoder.com,001-806-973-3828x789,Lake Ashleytown,UT,27192,2023-03-25,26,15035.04,Yes,90,2023,3,High Value
D03037,Eric,Gray,joyce34@mckinney.org,+1-917-235-2881x5136,Sheppardmouth,HI,85304,2025-02-06,21,17750.92,No,86,2025,2,High Value
D03038,Michael,Brown,patriciapatterson@yahoo.com,+1-928-710-0239x770,Troybury,WY,54175,2024-05-08,8,23765.79,Yes,70,2024,5,High Value
D03039,Ronald,Kelly,tristanroberts@wilson.com,313-455-1638x883,Soniaton,NV,89611,2023-08-31,21,6130.51,Yes,11,2023,8,Low Value
D03040,Kelly,Rivera,christineandrade@harris.com,(899)710-5754,Millerport,ID,86783,2024-05-20,25,18658.35,No,14,2024,5,High Value
D03041,Ebony,Garcia,ann29@hotmail.com,001-981-118-0981x660,Port Williamshire,ID,28818,2023-07-09,11,13029.97,No,60,2023,7,Medium Value
D03042,Caroline,Bryant,laneerica@pacheco-moore.com,001-898-911-2814x7143,Hillville,WV,34340,2023-11-09,6,6728.56,No,36,2023,11,Low Value
D03043,James,Hale,palmerchad@lee.net,-889,Thomasburgh,IL,88472,2024-06-01,8,19419.64,No,41,2024,6,High Value
D03044,Anthony,Hardy,ramosedward@ibarra-garrett.info,+1-690-070-5530x962,New Michael,ID,88198,2023-05-02,10,13814.51,Yes,2,2023,5,Medium Value
D03045,George,Barron,terri17@smith.com,001-771-869-8683x0177,Port Christopher,MD,76699,2023-03-17,24,16531.13,Yes,57,2023,3,High Value
D03046,Kelly,Taylor,barronlaura@roberts-morris.com,(260)949-2745x37956,New Chad,VT,96692,2024-07-30,29,8086.07,Yes,60,2024,7,Medium Value
D03047,Christopher,Guzman,jenniferharrington@hines.com,+1-682-606-9280x417,Howeport,MI,15661,2022-09-06,3,12042.22,No,20,2022,9,Medium Value
D03048,Megan,Melton,russell71@yahoo.com,+1-588-303-3500x376,Cookbury,PA,19498,2022-07-04,23,15441.51,No,22,2022,7,High Value
D03049,Kyle,Ramirez,tcooper@yahoo.com,(002)855-0384x7106,Ruizfort,NE,6502,2022-03-22,14,10134.67,Yes,4,2022,3,Medium Value
D03050,Raymond,Lyons,karen25@hotmail.com,973.173.6723x10109,Stephenton,NE,74405,2022-03-27,23,4975.35,No,56,2022,3,Low Value
D03051,Tracy,Briggs,jeremypetersen@hotmail.com,597-513-0120x7308,Bethberg,IA,73360,2023-10-18,14,24041.78,No,93,2023,10,High Value
D03052,Donna,Richardson,fostermary@jimenez.com,634-811-0502,Lake Karentown,WY,62449,2023-02-16,10,12796.46,No,58,2023,2,Medium Value
D03053,Christopher,Montgomery,kaylee70@malone.org,001-725-772-6195x84361,Timothyfort,KS,54728,2023-09-24,12,18353.33,No,88,2023,9,High Value
D03054,Amy,Hopkins,bruceross@yahoo.com,001-273-585-8243x482,South Tiffanyfort,PA,79507,2022-09-06,6,10287.96,No,65,2022,9,Medium Value
D03055,Jackson,Alvarez,reedcathy@sloan-huffman.biz,(808)576-2362,South Jennifer,WA,87764,2022-09-05,12,8891.19,No,88,2022,9,Medium Value
D03056,Nicole,Gutierrez,michelletaylor@gmail.com,916.135.0248,East Kimberly,TX,36367,2022-06-17,23,10190.96,Yes,58,2022,6,Medium Value
D03057,Mike,Lopez,fbrown@harmon.net,+1-552-568-7088x06357,Amyfort,SC,11758,2023-11-16,14,10241.73,Yes,30,2023,11,Medium Value
D03058,Sean,Andersen,carpentermichelle@hill.net,(989)820-5413,North Austin,AZ,68656,2023-09-16,2,13613.62,Yes,76,2023,9,Medium Value
D03059,Jose,Rosario,johnrobinson@gmail.com,282.912.7164x316,Fernandezton,MS,83042,2023-11-07,9,13595.88,No,19,2023,11,Medium Value
D03060,Steven,Hess,imorgan@carter-keith.net,+1-580-068-4116x020,South Jasmine,TN,23594,2025-03-11,10,12438.9,No,62,2025,3,Medium Value
D03061,Jeremy,Smith,johnrogers@smith.net,001-122-125-8472x3874,West Michaelton,KY,42285,2024-01-14,26,3386.95,No,68,2024,1,Low Value
D03062,Joseph,Ward,ginapierce@yahoo.com,489.369.8022x50913,West Heidimouth,OK,86925,2024-02-06,17,12411.97,Yes,79,2024,2,Medium Value
D03063,Bryan,Williams,leslie13@hotmail.com,(781)374-2141x570,New Sarah,IN,38339,2023-09-08,17,4244.22,No,84,2023,9,Low Value
D03064,Karen,Aguirre,nharrington@stone-martin.com,001-952-104-6059,North Patricia,ID,15068,2024-10-23,3,3170.87,No,44,2024,10,Low Value
D03065,Elizabeth,Nguyen,ndaniels@hotmail.com,-2049,West William,MI,45962,2024-06-13,19,23317.49,No,84,2024,6,High Value
D03066,Christopher,Wallace,randyhart@hotmail.com,001-614-943-4050x1368,Sarahfort,TN,12350,2024-03-14,1,15131.65,No,61,2024,3,High Value
D03067,Maurice,Lawson,stephaniepatel@scott.biz,945-754-5235,Hardyfurt,IA,46531,2024-04-24,12,16494.06,No,21,2024,4,High Value
D03068,Amber,Ross,tdiaz@yahoo.com,(897)295-5055x241,Port Stacy,TX,52537,2025-01-21,7,10056.81,Yes,10,2025,1,Medium Value
D03069,Tara,Salazar,zachary74@gmail.com,087-154-0992,South Jackland,AZ,68122,2024-09-14,4,22726.34,Yes,30,2024,9,High Value
D03070,Brittany,Miller,travisdavis@gmail.com,(934)662-9725,Kaylamouth,NH,9447,2023-09-18,10,15955.5,Yes,24,2023,9,High Value
D03071,Angela,Patterson,danielcook@gmail.com,001-483-545-9957x2634,Port Adam,WY,80713,2024-06-08,13,19233.86,No,48,2024,6,High Value
D03072,Mary,Huynh,hross@yahoo.com,550.023.0972x96782,Masonburgh,FL,93448,2024-06-22,2,9226.69,Yes,55,2024,6,Medium Value
D03073,Loretta,Galvan,adam11@hotmail.com,-10232,Kingview,AL,14503,2023-09-22,10,24001.1,No,52,2023,9,High Value
D03074,Robert,Hatfield,lauren57@gmail.com,062-094-3410x230,New Steveport,IN,38198,2023-03-30,21,20515.12,No,38,2023,3,High Value
D03075,Amanda,Vincent,jennifer61@gutierrez.com,301-132-6339,South Diane,NM,24287,2022-04-14,22,21351.63,Yes,67,2022,4,High Value
D03076,Michelle,Stein,paul03@jones-black.com,-8049,Muellerland,MT,40033,2024-08-22,25,4321.41,No,93,2024,8,Low Value
D03077,Thomas,Navarro,pattonmatthew@hotmail.com,348.153.9122x1904,North John,WI,30353,2023-12-15,4,6788.66,Yes,8,2023,12,Low Value
D03078,Nicole,Carter,qmata@gmail.com,605.690.4364,Garciastad,ND,70849,2022-11-06,18,7154.95,No,29,2022,11,Medium Value
D03079,Thomas,Lee,noahmullins@gmail.com,001-446-944-2110x670,Port Chloeberg,AL,89564,2022-06-06,5,6787.31,No,10,2022,6,Low Value
D03080,Christian,Thomas,rdavis@gmail.com,+1-905-303-2615x187,South Bethany,IN,38358,2024-09-06,19,21388.1,Yes,69,2024,9,High Value
D03081,Raven,Meyer,natalie45@braun-abbott.com,040-446-4638,Brendaland,MS,41443,2024-04-24,2,816.48,No,75,2024,4,Low Value
D03082,Jennifer,Armstrong,ojohnson@gmail.com,001-892-284-0144,Powellland,MO,68337,2022-11-18,12,1920.98,No,68,2022,11,Low Value
D03083,Wayne,Vincent,burkerobert@hernandez.com,001-979-057-3580x5416,Port Nicole,IL,49623,2022-12-09,17,6862.39,No,49,2022,12,Low Value
D03084,Rachel,Wagner,rmeadows@gmail.com,189.275.0069,Elizabethshire,ND,70231,2024-02-09,10,5012.83,No,58,2024,2,Low Value
D03085,Lauren,Anderson,zmanning@myers.com,(153)900-5067,North Conniemouth,KY,99572,2022-06-08,2,5811.85,Yes,35,2022,6,Low Value
D03086,Erica,Robles,dunlapmark@hotmail.com,001-481-798-9033x039,Lake Christophermouth,SD,69724,2024-05-17,6,19952.62,No,50,2024,5,High Value
D03087,Christine,Turner,whitneybrenda@yahoo.com,758.130.1217,Banksview,NE,56081,2023-06-04,8,14086.9,Yes,40,2023,6,Medium Value
D03088,David,Nunez,russellsamantha@johnson-wilson.com,9944957181,Mendozaland,SC,72450,2022-10-31,29,164.15,Yes,12,2022,10,Low Value
D03089,Katherine,Dunn,melissa03@yahoo.com,410.290.6169,Joneston,DC,52942,2022-05-28,19,10744.48,Yes,85,2022,5,Medium Value
D03090,Gerald,Baxter,jacob77@gmail.com,853-610-6707,West Luisfurt,CO,27157,2023-07-25,11,10208.97,Yes,16,2023,7,Medium Value
D03091,Tracey,Jackson,fthompson@rivera.com,(967)025-8912x7177,West Scottport,KY,28914,2022-11-21,25,2866.35,No,78,2022,11,Low Value
D03092,Teresa,Griffin,brittneykelly@yahoo.com,268.578.1052,Lake Preston,OH,8351,2023-11-23,12,16910.02,Yes,85,2023,11,High Value
D03093,Lindsey,Wilson,sjohnston@gmail.com,941.686.3185x52567,West Derekborough,IN,30140,2022-03-24,9,17558.39,No,48,2022,3,High Value
D03094,David,Bates,skirby@kirk-anderson.com,(787)905-4116x6911,South Justin,ME,59540,2023-05-24,2,18027.91,No,91,2023,5,High Value
D03095,Rodney,Allen,coffeydaniel@small.com,(340)524-2699x696,South Kimberly,NY,82715,2025-03-06,8,18217.2,No,100,2025,3,High Value
D03096,Vanessa,Lewis,josephmurray@hotmail.com,001-768-699-0078,East Patrick,NY,23184,2024-06-28,26,21.32,No,1,2024,6,Low Value
D03097,Ryan,Mullins,brenda35@hotmail.com,(816)041-3796,Evanston,NM,21236,2023-01-19,11,23848.94,Yes,65,2023,1,High Value
D03098,Wendy,Keller,jdawson@morrow.com,049-703-8341x031,West Saraville,DE,10227,2024-06-09,28,20358.94,No,22,2024,6,High Value
D03099,Courtney,Davis,mcdanielfrances@gmail.com,155-770-1830,Powellstad,TN,70947,2022-03-27,21,22601.46,No,15,2022,3,High Value
D03100,Mary,Graham,wallacesteven@martinez.org,+1-784-908-2456x09432,Dawsonborough,VT,16901,2024-01-18,4,410.77,Yes,84,2024,1,Low Value
D03101,Jonathan,Baldwin,shane13@gmail.com,1302239354,North Christopher,HI,1736,2025-02-15,10,23347.79,No,67,2025,2,High Value
D03102,Renee,Martin,anita14@gmail.com,3571338447,North Bethview,VA,32559,2022-08-21,21,20248.52,No,14,2022,8,High Value
D03103,Robin,Hickman,jennifer28@bowman.com,(781)219-6573,Nicolefurt,SC,21037,2024-08-06,20,20933.73,Yes,73,2024,8,High Value
D03104,Carl,Orr,michele79@hotmail.com,(154)960-6607x664,Priceshire,OR,24051,2022-08-29,16,2350.32,Yes,19,2022,8,Low Value
D03105,Paul,Miranda,brandontaylor@gray-walsh.info,124.346.8348x5497,New Laura,HI,26671,2023-04-17,8,18474.68,Yes,40,2023,4,High Value
D03106,Ray,Robinson,petersonann@daniel.info,157-980-0583x26973,Crawfordview,OH,88753,2024-10-08,4,23998.72,No,98,2024,10,High Value
D03107,Mark,Scott,charles07@ray.com,(063)017-9821x0959,Lopezmouth,IL,83013,2023-02-17,29,16970.11,No,4,2023,2,High Value
D03108,Joshua,Alvarez,yscott@hotmail.com,(783)328-5968,Huntport,UT,86734,2024-01-28,10,14272.62,No,33,2024,1,Medium Value
D03109,Stephen,Merritt,kiddmelissa@brown.info,451.161.0651,Toddshire,AZ,64850,2023-01-27,12,23641.83,No,43,2023,1,High Value
D03110,Morgan,Martinez,gerald47@gmail.com,138-222-6293x65883,Traceyberg,AL,9408,2022-07-17,29,11084.57,No,37,2022,7,Medium Value
D03111,Kristin,Taylor,johncooke@hotmail.com,996-052-0488x252,Danielmouth,ME,40049,2022-10-30,14,14990.35,No,66,2022,10,Medium Value
D03112,Cindy,Nichols,anita77@gmail.com,(791)388-5158x6940,North Natalie,GA,19790,2023-09-21,16,11918.93,No,27,2023,9,Medium Value
D03113,Alexandra,Swanson,hcastro@thomas.com,+1-487-188-2991x780,South Anitastad,WY,71593,2024-07-08,22,23322.5,No,45,2024,7,High Value
D03114,Robert,Davis,potterjessica@clayton.com,001-766-154-5806x18700,West Virginia,TX,58336,2024-07-13,18,1920.6,No,81,2024,7,Low Value
D03115,Robert,Holt,larmstrong@gmail.com,365-122-0163,Sanchezborough,TN,58876,2023-11-26,21,12537.97,No,50,2023,11,Medium Value
D03116,Eddie,Wiggins,bjenkins@gmail.com,(769)136-4725x985,New Williamton,HI,38573,2024-06-02,22,17180.07,No,95,2024,6,High Value
D03117,Brianna,Huynh,renee38@gmail.com,(842)122-8985x3541,East Katiefurt,NY,68125,2023-02-25,21,19801.83,No,63,2023,2,High Value
D03118,Katherine,Miranda,tbrown@yahoo.com,301-942-6736x325,Patricialand,PA,68683,2023-03-03,12,14583.81,Yes,6,2023,3,Medium Value
D03119,Sheila,Burke,mackaaron@lopez.info,531-043-0804,New Melissashire,MO,9607,2022-08-05,18,22724.77,Yes,95,2022,8,High Value
D03120,Sara,Schneider,griffinlisa@meyer-brown.net,310-025-9047x54769,West Emilyside,SC,50242,2024-01-27,7,23550.95,No,67,2024,1,High Value
D03121,Anna,Bennett,lwalton@gmail.com,713-595-1846,Clairechester,VA,27970,2024-01-23,20,1626.69,Yes,67,2024,1,Low Value
D03122,Craig,Love,jimenezmary@johnson.com,001-172-847-1271,Port Denise,AZ,7567,2023-03-24,24,10071.22,No,97,2023,3,Medium Value
D03123,Justin,Fitzgerald,brittney67@hotmail.com,+1-927-241-9878x333,Lauriehaven,MI,77128,2023-09-10,23,606.01,No,59,2023,9,Low Value
D03124,Amanda,James,rgrimes@gmail.com,065.597.6135,Bowmanville,ID,1328,2024-11-10,7,8248.83,Yes,13,2024,11,Medium Value
D03125,Maurice,May,brian74@hotmail.com,220-227-9617x70012,Shawntown,IN,19595,2022-04-23,9,13430.97,Yes,21,2022,4,Medium Value
D03126,Robert,Hoffman,randall72@yahoo.com,-3549,Port Michaelahaven,DC,87897,2024-11-09,1,22771.66,Yes,64,2024,11,High Value
D03127,Patrick,Chase,rward@gmail.com,-11189,New Megan,IL,61023,2025-02-20,26,21166.93,Yes,37,2025,2,High Value
D03128,Todd,Stokes,griffinbrenda@woods-bell.com,-6045,Mezashire,MA,87725,2024-03-23,6,3204.94,No,80,2024,3,Low Value
D03129,Chelsea,Walker,matthew22@lopez.biz,001-605-643-2900x8895,North Aaronborough,TX,29203,2022-12-03,6,2343.9,No,85,2022,12,Low Value
D03130,Benjamin,Wilson,robinsonmegan@alvarado-mckee.com,9157275063,Underwoodchester,OH,75707,2025-02-03,22,14739.9,No,48,2025,2,Medium Value
D03131,Joshua,Miller,stephanie33@carr.com,+1-622-982-2505x38653,Stevenchester,MO,76090,2023-10-10,29,13312.31,No,56,2023,10,Medium Value
D03132,Douglas,Davis,kimberly06@gmail.com,235-848-4209,North Devon,ND,44301,2024-08-21,12,6674.11,No,44,2024,8,Low Value
D03133,Charlotte,Yang,reynoldsmatthew@hotmail.com,184-446-2042x457,South Mary,DC,49171,2022-12-25,22,22488.34,No,13,2022,12,High Value
D03134,Heather,Pineda,steven75@martinez.net,+1-972-731-3921x1808,Hendersonmouth,MS,98609,2023-05-06,12,23185.61,No,4,2023,5,High Value
D03135,Benjamin,Garner,kwolf@lucero.com,001-293-807-4385x72903,North Danny,PA,66765,2025-03-01,10,10077.23,No,95,2025,3,Medium Value
D03136,Pamela,Wilson,nburke@gmail.com,(165)155-6733,Williamsbury,WV,96626,2023-06-07,23,22259.76,Yes,73,2023,6,High Value
D03137,Martin,Richardson,nhamilton@anderson-patel.com,610.727.7876x597,Michaelfort,NY,47308,2023-05-02,26,9611.04,Yes,33,2023,5,Medium Value
D03138,John,Castaneda,kerritownsend@gmail.com,246.057.0502,Yvonnechester,WY,35754,2022-11-15,6,18425.68,Yes,37,2022,11,High Value
D03139,Julie,Finley,paulawall@gmail.com,001-119-250-5836x825,Garybury,IN,11256,2024-05-01,17,11909.04,Yes,53,2024,5,Medium Value
D03140,Samantha,Ray,jacobpotter@gmail.com,001-170-245-5267x46934,North Amber,OR,17963,2022-04-02,19,3082.13,No,24,2022,4,Low Value
D03141,Penny,Smith,halljerome@summers-quinn.com,322-283-7213x0273,East Erinchester,MD,87013,2024-08-22,18,23199.8,Yes,89,2024,8,High Value
D03142,Andrew,Brown,douglas34@harris.com,(204)484-0004,East Jeffreybury,DC,9949,2023-12-16,6,11363.33,No,51,2023,12,Medium Value
D03143,Lisa,Nichols,jameseaton@gmail.com,(344)462-2792x817,Woodfort,MN,6574,2024-05-20,24,18367.49,No,41,2024,5,High Value
D03144,Kevin,Boone,amandarichardson@miranda.info,(724)334-7720,Millerview,ID,13019,2024-10-27,19,9192.0,No,29,2024,10,Medium Value
D03145,Juan,Whitney,steven71@mills.com,844-376-2825x599,Lake Kaitlynside,NE,57007,2023-12-22,10,491.64,No,59,2023,12,Low Value
D03146,Travis,Flores,yduncan@hotmail.com,848-275-9655x9876,Garciamouth,NJ,86519,2025-01-17,24,2531.25,Yes,40,2025,1,Low Value
D03147,Heather,Diaz,tphillips@parker-luna.com,001-941-300-8710x62359,Port Jeffreyberg,CO,14323,2025-02-19,8,12415.56,No,51,2025,2,Medium Value
D03148,Corey,Shelton,tracy83@oliver-moore.com,+1-169-318-2446x4956,West Christian,AK,54735,2024-05-18,21,17255.31,Yes,50,2024,5,High Value
D03149,Misty,Hogan,jamie27@holland.biz,001-656-602-0762x451,Weavermouth,NV,67923,2024-12-02,24,8381.69,No,36,2024,12,Medium Value
D03150,Dennis,Meyer,josenixon@hotmail.com,096.127.3485,Melanieburgh,GA,85382,2024-09-18,6,17393.3,No,79,2024,9,High Value
D03151,Terri,Guzman,walkerstephen@harrison.com,949.418.4426x5495,Markton,FL,66025,2022-12-24,21,17471.92,No,60,2022,12,High Value
D03152,Scott,Walker,steeleandrew@davis.com,705.754.9415,Randyport,KS,96039,2022-11-20,25,17604.32,No,18,2022,11,High Value
D03153,Margaret,Foster,lauren10@gmail.com,744.915.0222x95185,South Katrinamouth,AR,51506,2023-01-03,7,12323.2,No,20,2023,1,Medium Value
D03154,Joseph,Medina,fosterryan@hotmail.com,+1-897-681-1655x08914,West Mistyland,RI,92608,2024-04-29,24,22873.86,Yes,5,2024,4,High Value
D03155,Robert,Murray,powellstephen@yahoo.com,+1-087-699-1574x800,Jeffreyfort,LA,33947,2023-02-12,1,12240.13,Yes,18,2023,2,Medium Value
D03156,Debbie,Thomas,truiz@hotmail.com,869-080-2678x2249,Zacharyborough,OH,32879,2022-08-06,27,11267.62,No,40,2022,8,Medium Value
D03157,Jacob,Hahn,douglassilva@hotmail.com,9342749784,East Crystal,AK,62692,2022-10-10,18,5000.53,No,1,2022,10,Low Value
D03158,Jason,Hood,hallmatthew@thomas-harrison.com,522.815.5156x249,Joshuamouth,ND,31610,2024-05-02,24,7705.22,No,19,2024,5,Medium Value
D03159,Madison,Porter,nguyenashlee@allen-rhodes.com,+1-372-995-2043x016,New Deborah,MI,74474,2024-08-13,28,1077.52,Yes,87,2024,8,Low Value
D03160,Joyce,Bryant,mperez@gilbert-stark.com,4263759972,South Christinechester,NC,10029,2022-08-15,25,15845.71,No,26,2022,8,High Value
D03161,Katherine,Guzman,angelabailey@mitchell.com,001-846-858-5760,Sullivantown,NY,67705,2023-10-08,20,6228.42,No,29,2023,10,Low Value
D03162,Michelle,Thomas,harrisonwilliam@johnson.com,(057)599-7539x291,Alexandermouth,MA,38225,2023-11-04,12,7617.8,No,59,2023,11,Medium Value
D03163,Lori,Ortega,jillduffy@james.com,-6069,Millerside,OK,82174,2023-12-27,16,19274.95,No,63,2023,12,High Value
D03164,Zachary,Solis,jill73@bush.com,001-529-189-3580x5830,Sullivanberg,NJ,37945,2022-11-03,10,8193.99,No,98,2022,11,Medium Value
D03165,Erik,Warner,nadams@hotmail.com,682.054.2602x442,Cooperhaven,OH,42482,2024-10-04,27,6070.05,Yes,83,2024,10,Low Value
D03166,Larry,George,acontreras@carpenter.org,001-117-384-9627x436,Christopherburgh,OH,57567,2023-01-26,10,4243.06,No,62,2023,1,Low Value
D03167,William,Parker,ana66@cordova.com,-1896,Denniston,NH,73900,2023-05-17,14,19375.96,Yes,48,2023,5,High Value
D03168,Derek,Mooney,kevin78@hotmail.com,(355)044-0571,East Paul,ME,75678,2024-10-27,25,3260.06,Yes,62,2024,10,Low Value
D03169,Melissa,Martinez,npalmer@mccoy-ramirez.info,6208020110,New Craigburgh,OR,90867,2023-04-05,20,11354.77,No,18,2023,4,Medium Value
D03170,Natasha,Shea,buchananchristina@gmail.com,125-886-0496x022,Port William,IA,89303,2022-07-25,10,12683.11,No,66,2022,7,Medium Value
D03171,Anthony,Mccarthy,adavis@herman-wise.com,092-011-9885x52617,Stronghaven,VA,76036,2025-03-20,10,17191.0,No,27,2025,3,High Value
D03172,James,Mendoza,mitchellkaren@baldwin.biz,(827)026-1259,Port Roberto,OH,69654,2024-09-19,26,15839.42,No,6,2024,9,High Value
D03173,Marissa,Poole,robin33@hotmail.com,(797)604-0271,Lake Sarah,NY,69738,2022-04-17,25,20271.8,No,70,2022,4,High Value
D03174,Mary,Simpson,manningkristin@hotmail.com,-5260,Lake Garyborough,NH,71395,2023-12-22,11,1137.89,Yes,59,2023,12,Low Value
D03175,John,Padilla,walterarmstrong@hotmail.com,400-351-8893x45764,Reillyland,GA,38248,2022-08-07,23,7425.09,No,6,2022,8,Medium Value
D03176,Stephen,Bennett,fkim@hotmail.com,001-478-979-2691,Russoland,NE,59719,2023-01-31,2,7017.75,Yes,31,2023,1,Medium Value
D03177,Samantha,Zavala,tdaniels@cole.net,616-466-6326,South John,MN,85617,2024-06-06,25,3667.5,No,94,2024,6,Low Value
D03178,Janet,Cook,qhill@williams-weiss.net,(318)829-7876x82458,Greenburgh,AR,81227,2023-03-26,20,7243.67,Yes,56,2023,3,Medium Value
D03179,Joshua,Carey,wesleyfoster@hotmail.com,+1-485-166-2635x7548,East Mark,NM,96327,2023-12-22,8,7757.94,No,54,2023,12,Medium Value
D03180,Madison,Clark,hernandezbrandon@hotmail.com,001-452-405-4168x33142,Lake Jessica,KS,84715,2023-01-09,23,13056.67,No,85,2023,1,Medium Value
D03181,William,Oconnor,phillip92@yahoo.com,472-380-3270,Lake Erin,IL,81594,2024-01-14,29,16599.34,Yes,41,2024,1,High Value
D03182,Cynthia,Cochran,kim35@rice-larson.com,544-027-4124x32058,New Elizabeth,NM,44190,2023-09-27,7,9539.89,No,18,2023,9,Medium Value
D03183,David,Graves,loriparks@johnson-young.info,001-207-904-2661,West Ashley,UT,97818,2022-05-11,8,17992.37,Yes,87,2022,5,High Value
D03184,Anthony,Williams,boydbrady@parrish-barnes.com,+1-367-634-8528x52958,New Thomas,WV,35426,2023-07-15,1,8417.41,Yes,23,2023,7,Medium Value
D03185,Nathan,Grimes,tsmith@hotmail.com,3120132796,Port Johnshire,IL,33109,2023-08-09,21,7271.29,Yes,92,2023,8,Medium Value
D03186,Brooke,White,thomasgreen@stevens-navarro.org,559.652.1177x80028,Port Jonathanton,OR,79002,2023-01-01,2,13538.88,No,36,2023,1,Medium Value
D03187,Gregory,Freeman,simmonsjacob@burnett.com,059-390-3064,Port Hannah,GA,20617,2023-12-15,18,612.43,No,25,2023,12,Low Value
D03188,Monica,Myers,tiffany86@hotmail.com,001-167-021-4929x078,Patriciaborough,NJ,16646,2022-08-08,15,2013.13,No,7,2022,8,Low Value
D03189,Brenda,Joyce,williamsmaria@edwards.com,401.077.2502,Jackshire,WI,66513,2024-12-05,1,10460.88,No,82,2024,12,Medium Value
D03190,Michael,Hopkins,nathanbruce@espinoza-stanley.com,098-593-0608,Cruzshire,UT,84476,2024-06-10,5,23573.96,No,20,2024,6,High Value
D03191,Frank,Allison,zacharystewart@miranda.com,382-913-5394x118,Jillhaven,NC,56239,2022-12-01,2,18043.36,No,5,2022,12,High Value
D03192,Patricia,Ritter,hlee@gmail.com,001-727-429-3317x56136,East Eddiebury,VT,3664,2022-10-02,20,2221.4,No,18,2022,10,Low Value
D03193,Kaitlyn,Kelley,jonesmelissa@chase-davis.net,115.969.5549,Port Heather,MN,33671,2024-06-25,3,21161.02,No,33,2024,6,High Value
D03194,Haley,Rogers,angelica61@phillips.com,+1-178-088-5576x34162,Travisfurt,ME,25882,2024-01-10,19,18312.87,No,79,2024,1,High Value
D03195,Justin,Gregory,barry55@gmail.com,(316)402-3739x304,Lewisbury,VT,20641,2023-02-22,18,15281.44,Yes,35,2023,2,High Value
D03196,Paul,Mooney,martharay@kim.info,(741)298-6037x790,South Jeremy,VA,41199,2024-02-11,29,20510.92,No,65,2024,2,High Value
D03197,Frank,Todd,asmith@collins.com,425-317-0277x72178,South Sheliaport,CT,91589,2024-05-24,22,10114.66,No,63,2024,5,Medium Value
D03198,Ashley,Myers,andre19@miller-estes.com,-8009,Port Michelleside,RI,43872,2023-06-06,18,5553.1,Yes,85,2023,6,Low Value
D03199,Tammie,Rose,charleslee@gomez.com,+1-312-354-8366x2539,South Andrew,CT,87468,2023-03-19,14,12810.34,No,72,2023,3,Medium Value
D03200,Mercedes,Campbell,acevedomargaret@salas-jones.info,(718)323-9530x2155,Katherineville,NY,70402,2023-08-04,24,13730.07,Yes,71,2023,8,Medium Value
D03201,Deborah,Horton,alexa56@gmail.com,001-522-393-1591,North John,WI,22761,2023-06-30,8,13467.39,Yes,41,2023,6,Medium Value
D03202,Erica,Lee,amber66@gmail.com,5185079722,New Paula,NE,89340,2024-05-20,29,14135.54,Yes,50,2024,5,Medium Value
D03203,Joseph,Chase,rebeccamccormick@anderson.com,108.918.8708x98500,Riverashire,NC,52331,2024-02-14,12,23718.65,No,30,2024,2,High Value
D03204,Robert,Long,sherry65@yahoo.com,3889113203,Gutierrezmouth,IL,66691,2023-11-21,21,22558.1,No,38,2023,11,High Value
D03205,Andrew,Anderson,danielspencer@decker.net,(096)033-7496x1269,North Patrickburgh,KS,34194,2022-10-30,10,21895.41,No,35,2022,10,High Value
D03206,Kimberly,Goodwin,contrerasdavid@page.org,7280793446,East Michelleport,KS,70101,2023-12-03,23,20039.39,Yes,66,2023,12,High Value
D03207,Katrina,Carpenter,briannguyen@golden.com,+1-690-910-2319x379,Francoton,RI,724,2023-01-23,20,23586.83,No,46,2023,1,High Value
D03208,Alan,Trujillo,ofrench@gibbs.com,001-804-460-0791x9492,Port Maryshire,WV,43340,2024-10-27,17,2480.4,No,8,2024,10,Low Value
D03209,Rhonda,Horn,singletonnicole@hotmail.com,592.027.3049,Woodsbury,MI,37323,2023-07-02,11,6642.78,Yes,68,2023,7,Low Value
D03210,Deborah,Mckinney,duncanrichard@hotmail.com,001-978-055-0144x30111,Richardview,OH,87227,2024-01-15,2,12386.5,No,37,2024,1,Medium Value
D03211,Carolyn,Ellis,michael52@brown.com,+1-670-512-1075x3535,Anitaside,DE,32257,2024-10-08,26,21166.43,Yes,85,2024,10,High Value
D03212,Alan,Martin,stonerichard@yahoo.com,001-423-653-7558x49128,Holtside,DC,47043,2025-01-03,26,12639.04,Yes,13,2025,1,Medium Value
D03213,Johnny,Taylor,kingjulie@larsen-walter.com,(642)491-4859,Warrenhaven,DC,96180,2022-08-10,4,18705.91,No,73,2022,8,High Value
D03214,Linda,Dominguez,scottlinda@hotmail.com,(189)465-8547x3989,Brownshire,IL,93324,2025-03-18,1,3491.22,No,45,2025,3,Low Value
